Age,Gender,Region,Educational_Background,Technical_Skills,Experience_Level,Preferred_Job_Role,Salary_Expectation,Application_Source,Application_Status,Interview_Score,Certifications_Count
28.0,nan,North America,Arts,"SQL, PowerBI",5.0,BI Analyst,61782.26,nan,Accepted,70.0,1.0
22.0,Female,Asia,Arts,"Python, SQL",,BI Analyst,65916.71,Company Website,Accepted,66.0,0.0
40.0,Male,Europe,Arts,"Excel, R",2.0,Data Architect,72581.7,nan,Pending,84.0,3.0
20.0,Non-Binary,South America,Engineering,"Python, Tableau",0.0,Data Architect,85160.26,Campus Recruitment,Rejected,84.0,0.0
20.0,nan,Asia,Business,nan,2.0,ML Engineer,84475.43,Job Portal,Pending,84.0,3.0
30.0,Male,Asia,Arts,"Excel, R",2.0,Data Scientist,70607.65,Company Website,nan,84.0,2.0
28.0,nan,Africa,Statistics,"Python, SQL",3.0,nan,52062.92,Company Website,Accepted,91.0,
30.0,Non-Binary,Europe,Arts,nan,2.0,nan,42648.95,Job Portal,nan,81.0,5.0
30.0,Prefer Not to Say,Africa,Mathematics,"Python, Tableau",10.0,ML Engineer,51546.85,Company Website,Accepted,53.0,
30.0,Female,South America,Arts,"Excel, R",,BI Analyst,74248.81,Company Website,Pending,44.0,0.0
28.0,Prefer Not to Say,Europe,Computer Science,"Excel, R",0.0,ML Engineer,83707.64,Job Portal,nan,70.0,4.0
28.0,Female,Asia,nan,"R, Excel",1.0,BI Analyst,64156.55,Referral,nan,70.0,5.0
22.0,Non-Binary,Europe,Computer Science,nan,5.0,ML Engineer,59330.19,Company Website,Rejected,84.0,1.0
22.0,Prefer Not to Say,South America,Computer Science,"SQL, PowerBI",1.0,Data Engineer,53144.12,Referral,nan,49.0,3.0
35.0,Non-Binary,Africa,Mathematics,"SQL, PowerBI",3.0,ML Engineer,52482.15,Campus Recruitment,Pending,83.0,1.0
30.0,Female,Oceania,Mathematics,"Excel, R",5.0,Data Scientist,79422.01,Campus Recruitment,Rejected,70.0,5.0
32.0,nan,Asia,nan,"Excel, R",0.0,Data Scientist,61583.47,Job Portal,Accepted,68.0,3.0
22.0,Non-Binary,Europe,Computer Science,nan,5.0,ML Engineer,59330.19,Company Website,Rejected,84.0,1.0
22.0,nan,North America,Mathematics,"R, Excel",2.0,ML Engineer,71813.57,Company Website,Accepted,84.0,0.0
22.0,Male,Asia,Statistics,"Python, SQL",,Data Engineer,73287.81,nan,Accepted,70.0,2.0
26.0,Prefer Not to Say,South America,Business,"R, Excel",10.0,Data Architect,60259.67,LinkedIn,Accepted,99.0,0.0
32.0,Prefer Not to Say,Europe,Business,"R, Excel",10.0,nan,40412.17,Company Website,Accepted,71.0,3.0
22.0,Female,North America,Computer Science,"Excel, R",7.0,Data Analyst,73251.29,Campus Recruitment,nan,70.0,
32.0,Male,Asia,Arts,nan,0.0,BI Analyst,59020.11,Company Website,Rejected,81.0,5.0
32.0,Prefer Not to Say,Europe,nan,"R, Excel",0.0,nan,88173.46,nan,Rejected,,3.0
35.0,Male,Oceania,nan,"SQL, PowerBI",7.0,BI Analyst,66753.07,Referral,Rejected,44.0,1.0
28.0,Male,North America,Mathematics,"Python, Tableau",7.0,Data Engineer,66406.69,Job Portal,Rejected,71.0,1.0
30.0,Non-Binary,North America,Arts,"Python, Tableau",7.0,BI Analyst,73674.77,Campus Recruitment,nan,91.0,3.0
40.0,Male,North America,Statistics,nan,5.0,Data Architect,83973.74,Campus Recruitment,Accepted,70.0,0.0
,Non-Binary,North America,Arts,"SQL, PowerBI",5.0,Data Scientist,56280.87,Job Portal,Pending,83.0,1.0
30.0,Prefer Not to Say,Oceania,Statistics,"SQL, PowerBI",1.0,BI Analyst,67301.0,Referral,Pending,53.0,4.0
24.0,Non-Binary,Europe,Statistics,"SQL, PowerBI",,Data Analyst,62730.66,Campus Recruitment,Rejected,83.0,1.0
30.0,Non-Binary,Europe,nan,"Excel, R",10.0,Data Engineer,92958.08,Referral,nan,70.0,3.0
28.0,Female,Europe,nan,"SQL, PowerBI",0.0,Data Architect,66147.0,Company Website,Rejected,,1.0
20.0,Non-Binary,South America,Arts,"SQL, PowerBI",,ML Engineer,54117.8,nan,Accepted,79.0,
,Non-Binary,Africa,Arts,"SQL, PowerBI",,Data Engineer,83973.42,Company Website,Accepted,47.0,1.0
24.0,nan,South America,Business,nan,10.0,Data Architect,31817.38,Job Portal,nan,71.0,1.0
28.0,Male,North America,Statistics,"R, Excel",10.0,BI Analyst,63336.87,Job Portal,Rejected,71.0,2.0
20.0,Prefer Not to Say,nan,Engineering,nan,2.0,ML Engineer,43390.78,nan,Rejected,71.0,1.0
40.0,nan,North America,Mathematics,"Excel, R",3.0,BI Analyst,67556.62,Campus Recruitment,Accepted,66.0,
28.0,Male,South America,Statistics,"Excel, R",3.0,ML Engineer,75832.16,nan,Accepted,49.0,
22.0,Non-Binary,Europe,Mathematics,"Excel, R",1.0,Data Analyst,76830.42,Referral,nan,44.0,4.0
32.0,Prefer Not to Say,Asia,nan,nan,0.0,BI Analyst,106883.01,LinkedIn,nan,79.0,0.0
24.0,Non-Binary,Africa,Computer Science,"Excel, R",3.0,nan,70980.88,Referral,nan,70.0,0.0
26.0,Prefer Not to Say,South America,Arts,"Excel, R",10.0,Data Engineer,77680.54,Job Portal,nan,53.0,
28.0,Female,Africa,Computer Science,"Python, Tableau",7.0,Data Engineer,77224.38,Campus Recruitment,Pending,49.0,2.0
22.0,Prefer Not to Say,Europe,Engineering,nan,2.0,ML Engineer,55164.71,nan,Accepted,91.0,0.0
26.0,Non-Binary,South America,Statistics,nan,7.0,Data Analyst,93863.15,Job Portal,Accepted,71.0,2.0
32.0,Prefer Not to Say,North America,Engineering,"SQL, PowerBI",5.0,Data Analyst,78376.59,Company Website,Pending,83.0,4.0
40.0,Male,South America,nan,"R, Excel",1.0,Data Scientist,54938.78,LinkedIn,Pending,84.0,
22.0,Prefer Not to Say,Africa,Computer Science,"SQL, PowerBI",10.0,ML Engineer,61165.09,Job Portal,nan,49.0,4.0
28.0,Prefer Not to Say,Asia,Mathematics,"Excel, R",0.0,ML Engineer,73837.08,LinkedIn,Pending,83.0,
26.0,Prefer Not to Say,nan,Mathematics,"SQL, PowerBI",0.0,Data Analyst,53895.71,LinkedIn,nan,70.0,1.0
28.0,nan,nan,Statistics,"Python, SQL",10.0,ML Engineer,75308.73,Job Portal,Accepted,62.0,3.0
35.0,Male,North America,Engineering,nan,,Data Analyst,90823.56,Job Portal,nan,81.0,1.0
20.0,Female,South America,nan,nan,,Data Architect,96183.46,LinkedIn,Rejected,66.0,1.0
32.0,nan,Asia,nan,"SQL, PowerBI",1.0,nan,75313.47,Referral,Rejected,44.0,
35.0,Male,Europe,Mathematics,"R, Excel",2.0,nan,80663.39,Job Portal,nan,71.0,1.0
40.0,Prefer Not to Say,Oceania,Computer Science,"Python, Tableau",5.0,nan,95955.44,Company Website,nan,62.0,0.0
40.0,nan,nan,Engineering,"Excel, R",2.0,Data Scientist,86009.36,Company Website,nan,62.0,3.0
32.0,Male,North America,Business,"Python, SQL",5.0,nan,74663.66,LinkedIn,Rejected,81.0,1.0
32.0,Female,Oceania,Engineering,"SQL, PowerBI",5.0,nan,96799.94,Campus Recruitment,Rejected,62.0,4.0
20.0,Non-Binary,Asia,Arts,"R, Excel",2.0,Data Analyst,33141.99,Company Website,Rejected,83.0,4.0
40.0,Female,Europe,Statistics,"R, Excel",2.0,ML Engineer,58437.24,Referral,Rejected,91.0,1.0
26.0,Non-Binary,Oceania,Business,"R, Excel",,ML Engineer,67294.84,Company Website,Rejected,83.0,3.0
22.0,Prefer Not to Say,nan,Mathematics,nan,,Data Architect,58460.43,nan,Accepted,83.0,
28.0,Non-Binary,South America,nan,"Python, Tableau",10.0,Data Scientist,78842.02,Job Portal,Accepted,84.0,5.0
32.0,Non-Binary,Europe,Computer Science,"SQL, PowerBI",0.0,Data Scientist,61359.0,Campus Recruitment,nan,84.0,2.0
40.0,nan,Africa,Mathematics,"Excel, R",5.0,ML Engineer,75445.21,Referral,Rejected,53.0,3.0
20.0,Male,Asia,Mathematics,"Excel, R",,nan,77946.2,Referral,nan,81.0,0.0
20.0,Non-Binary,nan,Mathematics,nan,3.0,Data Architect,78971.57,Referral,Accepted,70.0,
32.0,Female,North America,Computer Science,"Python, Tableau",3.0,Data Analyst,60821.84,LinkedIn,Rejected,99.0,5.0
35.0,nan,Oceania,Statistics,"R, Excel",1.0,Data Architect,69483.88,LinkedIn,Pending,81.0,1.0
26.0,Prefer Not to Say,Africa,nan,"Python, SQL",2.0,ML Engineer,76752.56,Campus Recruitment,Pending,47.0,0.0
,Male,nan,Statistics,"Excel, R",5.0,Data Analyst,64597.47,Campus Recruitment,Rejected,83.0,
22.0,Non-Binary,North America,Business,"R, Excel",5.0,nan,89437.12,Referral,Rejected,84.0,5.0
28.0,Female,South America,Arts,"Excel, R",5.0,Data Engineer,95589.77,Campus Recruitment,Pending,44.0,3.0
32.0,Prefer Not to Say,South America,Arts,"Python, SQL",2.0,nan,75847.33,Company Website,Pending,,0.0
26.0,Male,nan,Mathematics,"R, Excel",10.0,Data Scientist,81228.41,LinkedIn,nan,84.0,3.0
20.0,Non-Binary,Europe,nan,nan,2.0,Data Architect,81698.12,Job Portal,Pending,79.0,
40.0,Non-Binary,South America,Mathematics,"Python, Tableau",1.0,Data Engineer,54526.93,Job Portal,nan,99.0,1.0
20.0,Male,Oceania,nan,"Python, Tableau",1.0,ML Engineer,71142.68,Referral,nan,83.0,1.0
32.0,Female,nan,Engineering,"Python, Tableau",,Data Architect,77150.14,LinkedIn,nan,91.0,0.0
26.0,Female,nan,Engineering,"R, Excel",7.0,Data Architect,62266.29,Referral,nan,70.0,5.0
30.0,Female,North America,Arts,"R, Excel",0.0,BI Analyst,72450.48,Campus Recruitment,nan,78.0,0.0
26.0,Non-Binary,Africa,nan,nan,3.0,BI Analyst,85111.71,Job Portal,Accepted,78.0,0.0
22.0,Non-Binary,nan,Business,"SQL, PowerBI",1.0,nan,39346.01,LinkedIn,Pending,78.0,1.0
28.0,Non-Binary,Africa,Computer Science,nan,2.0,ML Engineer,59878.48,Company Website,Accepted,47.0,0.0
32.0,nan,South America,Mathematics,"SQL, PowerBI",,Data Architect,80523.46,Referral,Rejected,53.0,2.0
30.0,Non-Binary,Asia,nan,"Python, SQL",10.0,Data Engineer,77084.06,Company Website,Accepted,78.0,5.0
40.0,Prefer Not to Say,North America,Engineering,"Python, SQL",10.0,Data Architect,71083.1,Referral,nan,83.0,5.0
40.0,Prefer Not to Say,North America,Computer Science,"Python, Tableau",7.0,ML Engineer,84622.26,Campus Recruitment,nan,71.0,3.0
26.0,Female,Europe,nan,"Python, SQL",0.0,nan,39442.47,nan,Accepted,70.0,1.0
28.0,nan,Europe,Arts,"Python, SQL",2.0,Data Engineer,91064.0,Job Portal,Pending,84.0,
30.0,Non-Binary,South America,Arts,"SQL, PowerBI",0.0,Data Analyst,68515.15,Company Website,Pending,81.0,3.0
,Female,Europe,Computer Science,nan,1.0,nan,41931.25,Company Website,Accepted,78.0,2.0
,Prefer Not to Say,Oceania,Business,nan,10.0,nan,85407.3,Company Website,Rejected,66.0,4.0
24.0,Non-Binary,Asia,Business,"R, Excel",0.0,nan,75628.16,Referral,nan,79.0,3.0
,Male,Europe,Statistics,"R, Excel",10.0,Data Analyst,92910.22,Company Website,Rejected,83.0,
28.0,Female,North America,nan,"R, Excel",5.0,nan,46298.89,LinkedIn,Pending,70.0,4.0
20.0,Female,North America,Computer Science,"SQL, PowerBI",5.0,ML Engineer,62617.99,LinkedIn,Pending,84.0,2.0
30.0,Non-Binary,Europe,Arts,nan,2.0,nan,42648.95,Job Portal,nan,81.0,5.0
26.0,Male,Asia,nan,"Python, SQL",10.0,Data Scientist,86371.56,Campus Recruitment,Pending,79.0,1.0
40.0,nan,North America,Mathematics,"Excel, R",3.0,BI Analyst,67556.62,Campus Recruitment,Accepted,66.0,
22.0,Female,South America,Statistics,"R, Excel",,BI Analyst,49844.83,Job Portal,Rejected,70.0,3.0
20.0,Prefer Not to Say,nan,Statistics,"Excel, R",3.0,BI Analyst,20978.38,Job Portal,Pending,91.0,3.0
24.0,Male,nan,nan,"Python, SQL",,BI Analyst,57666.77,nan,Pending,66.0,4.0
20.0,Prefer Not to Say,North America,nan,"Python, Tableau",3.0,ML Engineer,62808.18,Referral,Accepted,43.0,2.0
30.0,Female,Europe,Mathematics,nan,10.0,Data Architect,67719.76,Job Portal,nan,,4.0
32.0,nan,South America,Business,"Python, SQL",1.0,Data Scientist,68675.99,Company Website,Accepted,83.0,5.0
,nan,Europe,nan,"Python, Tableau",,Data Scientist,68116.67,LinkedIn,Pending,78.0,2.0
32.0,Female,Africa,Mathematics,"SQL, PowerBI",3.0,Data Analyst,83656.36,nan,nan,91.0,2.0
26.0,nan,Africa,Computer Science,"SQL, PowerBI",,Data Architect,90236.8,Job Portal,nan,70.0,5.0
26.0,nan,Africa,Computer Science,nan,2.0,Data Analyst,83330.57,nan,nan,62.0,4.0
24.0,Male,North America,Statistics,"Excel, R",1.0,Data Analyst,59693.47,Company Website,Accepted,81.0,4.0
20.0,Male,South America,Computer Science,nan,7.0,Data Architect,56783.7,nan,nan,47.0,3.0
26.0,Female,Oceania,Engineering,"R, Excel",10.0,Data Engineer,69669.37,LinkedIn,nan,78.0,4.0
28.0,Prefer Not to Say,South America,Computer Science,"R, Excel",2.0,Data Analyst,62952.23,nan,Rejected,44.0,4.0
32.0,Prefer Not to Say,Asia,Statistics,nan,5.0,Data Engineer,70420.93,Job Portal,nan,44.0,5.0
30.0,Female,Africa,Engineering,"SQL, PowerBI",5.0,Data Scientist,50684.39,nan,nan,44.0,0.0
28.0,Female,South America,Computer Science,"SQL, PowerBI",0.0,Data Architect,47192.49,Company Website,Pending,71.0,3.0
22.0,nan,South America,Arts,nan,1.0,Data Architect,68001.7,LinkedIn,Pending,43.0,3.0
20.0,Non-Binary,Oceania,Mathematics,nan,7.0,Data Analyst,76503.04,Campus Recruitment,Pending,70.0,2.0
,Female,Asia,Engineering,nan,7.0,Data Scientist,54930.6,Job Portal,nan,68.0,2.0
,Female,Europe,Statistics,nan,5.0,Data Scientist,72850.73,Campus Recruitment,Pending,70.0,3.0
32.0,Male,North America,nan,"Python, SQL",5.0,Data Scientist,70364.07,Job Portal,nan,43.0,
,nan,Asia,nan,nan,2.0,Data Scientist,99734.98,nan,Rejected,83.0,4.0
40.0,nan,Africa,Engineering,"Python, Tableau",1.0,BI Analyst,57686.46,LinkedIn,Accepted,83.0,5.0
20.0,Male,nan,Computer Science,"Python, SQL",5.0,nan,60147.77,Company Website,Accepted,83.0,1.0
30.0,Female,Oceania,nan,"Python, Tableau",7.0,Data Scientist,57447.94,Company Website,nan,70.0,1.0
40.0,nan,North America,Arts,"Python, SQL",3.0,ML Engineer,86831.41,Company Website,Pending,91.0,4.0
30.0,Prefer Not to Say,South America,nan,"Excel, R",2.0,Data Scientist,74036.05,nan,Rejected,47.0,2.0
30.0,Non-Binary,South America,Mathematics,"Python, Tableau",7.0,Data Engineer,63016.83,Referral,Accepted,81.0,
30.0,Prefer Not to Say,North America,Computer Science,"Python, Tableau",5.0,Data Engineer,73965.97,Campus Recruitment,Rejected,83.0,
20.0,Female,nan,nan,"Excel, R",5.0,Data Analyst,39754.07,Referral,Rejected,78.0,2.0
35.0,Prefer Not to Say,Oceania,Business,"R, Excel",10.0,nan,59865.6,LinkedIn,nan,70.0,0.0
30.0,Female,nan,nan,"R, Excel",5.0,Data Architect,62861.63,Campus Recruitment,Rejected,,0.0
26.0,nan,Africa,nan,nan,0.0,Data Scientist,44473.48,LinkedIn,Pending,83.0,
30.0,Female,Europe,Mathematics,"SQL, PowerBI",5.0,Data Scientist,69787.8,Company Website,Accepted,79.0,
24.0,Female,Africa,Statistics,"Excel, R",7.0,BI Analyst,54973.73,Company Website,Accepted,70.0,0.0
22.0,nan,Asia,Computer Science,"Excel, R",10.0,Data Analyst,79343.3,nan,nan,71.0,2.0
28.0,Male,Asia,nan,"Python, Tableau",7.0,ML Engineer,82634.74,Job Portal,nan,91.0,0.0
30.0,Female,North America,Mathematics,nan,1.0,Data Engineer,79869.3,nan,Pending,83.0,1.0
22.0,Non-Binary,Europe,Arts,"Python, SQL",,Data Engineer,85205.15,LinkedIn,Rejected,83.0,1.0
30.0,Female,Africa,Engineering,"SQL, PowerBI",0.0,BI Analyst,87735.98,Company Website,nan,84.0,5.0
26.0,Prefer Not to Say,Europe,Mathematics,"SQL, PowerBI",10.0,Data Scientist,56133.77,Campus Recruitment,nan,70.0,
35.0,Female,Asia,Engineering,"SQL, PowerBI",7.0,BI Analyst,85516.5,Company Website,nan,43.0,3.0
,Prefer Not to Say,Europe,Business,"Python, Tableau",7.0,nan,69073.78,Company Website,Pending,43.0,1.0
26.0,Male,Europe,Engineering,"Python, Tableau",2.0,Data Analyst,52291.95,LinkedIn,Pending,53.0,3.0
28.0,nan,South America,Arts,"Python, SQL",1.0,ML Engineer,43255.66,Company Website,nan,,0.0
28.0,Non-Binary,Oceania,nan,"SQL, PowerBI",3.0,Data Engineer,75243.15,Referral,Pending,70.0,2.0
,Female,Europe,Business,"Python, SQL",2.0,Data Scientist,74285.06,Referral,nan,70.0,3.0
,nan,North America,Engineering,nan,5.0,BI Analyst,56048.93,LinkedIn,Accepted,79.0,0.0
30.0,Non-Binary,Africa,Arts,nan,,BI Analyst,56944.99,nan,Accepted,91.0,4.0
32.0,Prefer Not to Say,Oceania,Mathematics,"R, Excel",3.0,Data Engineer,62600.34,nan,nan,83.0,5.0
26.0,nan,Africa,nan,"SQL, PowerBI",7.0,Data Engineer,67869.41,Job Portal,Accepted,83.0,0.0
26.0,Male,Africa,Statistics,"R, Excel",,nan,96641.4,Referral,Rejected,53.0,5.0
32.0,Prefer Not to Say,Europe,nan,"Python, SQL",5.0,Data Analyst,74766.42,Referral,nan,71.0,0.0
30.0,Non-Binary,Asia,Business,"R, Excel",1.0,Data Scientist,72485.56,Campus Recruitment,nan,47.0,3.0
32.0,Non-Binary,South America,Mathematics,"Python, Tableau",,nan,81845.45,Campus Recruitment,Rejected,47.0,4.0
20.0,Prefer Not to Say,Oceania,Mathematics,nan,2.0,BI Analyst,62198.32,LinkedIn,Rejected,44.0,5.0
28.0,nan,Oceania,Mathematics,"Excel, R",7.0,nan,90220.69,Campus Recruitment,nan,47.0,3.0
28.0,Male,South America,Statistics,nan,0.0,ML Engineer,69026.9,LinkedIn,nan,66.0,0.0
28.0,nan,Africa,Business,"R, Excel",3.0,ML Engineer,78156.71,LinkedIn,Accepted,70.0,4.0
,Prefer Not to Say,nan,Arts,"SQL, PowerBI",1.0,Data Analyst,57306.09,Job Portal,Pending,66.0,3.0
32.0,Prefer Not to Say,Asia,Business,"Python, SQL",1.0,Data Analyst,59829.56,Job Portal,Accepted,68.0,0.0
32.0,Non-Binary,Europe,Mathematics,"R, Excel",10.0,Data Scientist,83725.13,LinkedIn,Accepted,91.0,3.0
20.0,Female,South America,Mathematics,"Python, SQL",10.0,Data Architect,81659.42,nan,Accepted,91.0,0.0
22.0,Prefer Not to Say,nan,Arts,"SQL, PowerBI",,Data Engineer,63202.32,Job Portal,Pending,83.0,1.0
26.0,nan,Oceania,Computer Science,"SQL, PowerBI",7.0,Data Architect,69598.49,Job Portal,Accepted,81.0,2.0
26.0,Female,Oceania,Arts,"Excel, R",2.0,Data Engineer,72746.78,Company Website,nan,84.0,5.0
,Male,Europe,nan,"R, Excel",0.0,BI Analyst,67031.15,nan,nan,49.0,2.0
35.0,Male,South America,Mathematics,"SQL, PowerBI",7.0,nan,44041.62,Campus Recruitment,Accepted,70.0,
24.0,Non-Binary,nan,Statistics,"R, Excel",,Data Scientist,68897.93,nan,nan,53.0,3.0
,Male,Africa,Computer Science,"R, Excel",0.0,ML Engineer,80142.73,Campus Recruitment,nan,47.0,2.0
30.0,Non-Binary,nan,nan,"SQL, PowerBI",10.0,Data Architect,56300.22,Referral,Pending,71.0,2.0
20.0,Male,nan,Engineering,"R, Excel",1.0,Data Analyst,62079.08,LinkedIn,Rejected,62.0,3.0
20.0,Prefer Not to Say,Asia,nan,"R, Excel",2.0,BI Analyst,46522.35,LinkedIn,Pending,83.0,0.0
22.0,Female,Europe,Business,"Python, SQL",10.0,Data Architect,66396.83,Campus Recruitment,Accepted,43.0,3.0
28.0,Male,Europe,Statistics,"R, Excel",2.0,Data Analyst,73416.37,LinkedIn,nan,53.0,4.0
22.0,Male,Asia,Statistics,"Python, Tableau",7.0,nan,71825.23,Campus Recruitment,Pending,83.0,4.0
40.0,Female,nan,Arts,"R, Excel",3.0,Data Analyst,72766.26,Referral,Accepted,66.0,4.0
32.0,nan,Africa,Engineering,"Python, Tableau",5.0,BI Analyst,70083.71,Campus Recruitment,Rejected,70.0,5.0
28.0,nan,Europe,nan,"R, Excel",0.0,nan,77234.31,Job Portal,Rejected,70.0,3.0
40.0,Non-Binary,Asia,Business,"Excel, R",,Data Scientist,76096.18,Job Portal,Rejected,79.0,
35.0,nan,Africa,Mathematics,nan,10.0,nan,73665.38,LinkedIn,Pending,,1.0
40.0,nan,South America,Arts,"SQL, PowerBI",7.0,Data Engineer,69747.14,nan,Pending,,1.0
,Non-Binary,South America,Business,nan,3.0,Data Analyst,42922.16,Referral,Accepted,83.0,2.0
40.0,nan,nan,Arts,"R, Excel",7.0,Data Architect,90617.4,Company Website,nan,99.0,2.0
,Non-Binary,Asia,Statistics,"Excel, R",2.0,Data Scientist,34951.68,nan,Accepted,66.0,4.0
30.0,Prefer Not to Say,Oceania,Statistics,"SQL, PowerBI",1.0,BI Analyst,67301.0,Referral,Pending,53.0,4.0
24.0,Male,Asia,Statistics,"Python, Tableau",5.0,Data Engineer,85022.42,Campus Recruitment,nan,79.0,2.0
22.0,Female,Oceania,Business,"Excel, R",10.0,Data Architect,93252.34,Campus Recruitment,Accepted,91.0,0.0
,Non-Binary,North America,Business,"Python, SQL",0.0,ML Engineer,85691.66,nan,Accepted,62.0,0.0
24.0,Prefer Not to Say,nan,Computer Science,"SQL, PowerBI",3.0,BI Analyst,59213.26,LinkedIn,Accepted,83.0,4.0
32.0,nan,Europe,Mathematics,"Python, Tableau",5.0,Data Engineer,47794.62,Job Portal,Pending,47.0,5.0
40.0,nan,Oceania,Arts,"R, Excel",,ML Engineer,79649.58,Campus Recruitment,nan,62.0,3.0
28.0,Non-Binary,Asia,Business,"Excel, R",,ML Engineer,55554.83,Referral,Accepted,71.0,
24.0,Female,Africa,nan,"R, Excel",0.0,nan,80851.77,LinkedIn,Accepted,62.0,
40.0,Prefer Not to Say,Europe,Computer Science,"Python, SQL",5.0,ML Engineer,81398.33,Company Website,Rejected,99.0,2.0
30.0,nan,Asia,Computer Science,"Python, SQL",0.0,Data Architect,70544.13,Referral,Rejected,66.0,2.0
32.0,Female,nan,Business,"R, Excel",3.0,Data Analyst,88376.9,Company Website,Accepted,84.0,1.0
35.0,Non-Binary,Asia,Engineering,nan,7.0,Data Architect,61118.1,LinkedIn,nan,68.0,1.0
26.0,Male,Oceania,Mathematics,"R, Excel",10.0,Data Architect,63976.63,Campus Recruitment,nan,44.0,2.0
,Female,South America,Engineering,"Excel, R",10.0,BI Analyst,75088.97,Job Portal,Rejected,81.0,
35.0,Female,Europe,Computer Science,"R, Excel",7.0,Data Analyst,56857.84,Campus Recruitment,Rejected,91.0,1.0
30.0,Prefer Not to Say,North America,Computer Science,"Python, Tableau",5.0,BI Analyst,73879.49,nan,Rejected,99.0,5.0
28.0,Non-Binary,nan,nan,"Python, Tableau",3.0,Data Architect,69233.17,Referral,Accepted,70.0,5.0
30.0,Male,Asia,Statistics,"Python, SQL",3.0,Data Scientist,82515.24,LinkedIn,nan,70.0,0.0
35.0,Prefer Not to Say,Africa,Business,"SQL, PowerBI",,nan,94997.64,LinkedIn,Rejected,99.0,5.0
35.0,Prefer Not to Say,South America,Engineering,"Excel, R",1.0,BI Analyst,34065.2,Company Website,nan,83.0,0.0
28.0,Female,Oceania,Mathematics,"SQL, PowerBI",3.0,Data Architect,78068.99,Referral,nan,62.0,
,Non-Binary,Africa,Engineering,"Python, Tableau",10.0,BI Analyst,52205.34,LinkedIn,Rejected,44.0,1.0
22.0,Male,Europe,Business,"Python, Tableau",7.0,Data Scientist,71654.38,Company Website,nan,49.0,3.0
28.0,Female,Asia,nan,"R, Excel",1.0,BI Analyst,64156.55,Referral,nan,70.0,5.0
40.0,nan,Europe,nan,nan,7.0,Data Scientist,96545.9,Company Website,Rejected,66.0,3.0
,Female,Africa,Computer Science,"Excel, R",3.0,Data Scientist,81382.79,Job Portal,nan,79.0,1.0
40.0,Prefer Not to Say,South America,Business,"Excel, R",5.0,Data Analyst,59522.97,Referral,Pending,81.0,5.0
30.0,Male,nan,nan,nan,1.0,Data Architect,86253.67,LinkedIn,Accepted,43.0,0.0
40.0,nan,Asia,Arts,"R, Excel",10.0,Data Architect,85221.13,nan,Rejected,62.0,2.0
22.0,Female,South America,Engineering,"R, Excel",10.0,Data Engineer,63794.6,Company Website,Rejected,70.0,
,Female,Oceania,Engineering,"Python, SQL",2.0,Data Engineer,80482.6,Job Portal,Accepted,71.0,4.0
28.0,nan,Africa,Mathematics,nan,2.0,Data Scientist,92297.07,Referral,nan,53.0,
28.0,Female,Oceania,Statistics,"Python, SQL",5.0,Data Architect,54909.88,Campus Recruitment,Accepted,,1.0
26.0,Non-Binary,nan,Computer Science,"Python, SQL",,Data Architect,66969.73,LinkedIn,Accepted,84.0,
24.0,Non-Binary,Europe,nan,"Excel, R",0.0,Data Scientist,76080.45,nan,nan,83.0,5.0
